Class,BaseType,DropLevel,Rarity,Height,Width,Itemlevel,Sockets,LinkedSockets,SocketGroup,Quality,Corrupted,Identified,SubGroup A,SubGroup B,SubGroup Tier,Game:Strength,Game:Dexterity,Game:Intelligence,Game:Damage From,Game:Damage To,Game:APS,Game:DPS,Game:Crit from,Game:Crit to,Game:Implicit 1,Game:Implicit 2,Game:Armour,Game:Evasion,Game:Energy Shield,Game:Block
Sceptres,Iron Sceptre,20,NMRU,3,2,,3,,,0,,,,,,38,,38,18,27,1.25,28.13,0.06,,14% increased Elemental Damage,,,,,
Sceptres,Ochre Sceptre,24,NMR,3,2,,3,,,0,,,,,,44,,44,15,28,1.4,30.1,0.06,,16% increased Elemental Damage,,,,,
Sceptres,Ritual Sceptre,28,NMRU,3,2,,3,,,0,,,,,,51,,51,18,41,1.2,35.4,0.06,,16% increased Elemental Damage,,,,,
Sceptres,Shadow Sceptre,32,NMRU,3,2,,3,,,0,,,,,,52,,62,25,37,1.25,38.75,0.065,,22% increased Elemental Damage,,,,,
Sceptres,Grinning Fetish,35,NMR,3,2,,3,,,0,,,,,,62,,62,21,32,1.5,39.75,0.06,,18% increased Elemental Damage,,,,,
Sceptres,Horned Sceptre,36,NMR,3,2,,3,,,0,,,,,,66,,66,22,42,1.3,41.6,0.06,,Damage Penetrates 4% Elemental Resistances,,,,,
Sceptres,Sekhem,38,NMR,3,2,,3,,,0,,,,,,67,,67,25,46,1.25,44.38,0.06,,18% increased Elemental Damage,,,,,
Sceptres,Crystal Sceptre,41,NMRU,3,2,,3,,,0,,,,,,59,,85,29,43,1.25,45,0.07,,30% increased Elemental Damage,,,,,
Sceptres,Lead Sceptre,44,NMR,3,2,,3,,,0,,,,,,77,,77,32,48,1.25,50,0.06,,22% increased Elemental Damage,,,,,
Sceptres,Blood Sceptre,47,NMR,3,2,,3,,,0,,,,,,81,,81,25,47,1.4,50.4,0.06,,24% increased Elemental Damage,,,,,
Sceptres,Royal Sceptre,50,NMR,3,2,,3,,,0,,,,,,86,,86,29,67,1.2,57.6,0.06,,24% increased Elemental Damage,,,,,
Sceptres,Abyssal Sceptre,53,NMR,3,2,,3,,,0,,,,,,83,,99,38,57,1.25,59.38,0.065,,30% increased Elemental Damage,,,,,
Sceptres,Stag Sceptre,55,NMR,3,2,,3,,,0,,,,,,98,,98,32,60,1.3,59.8,0.06,,Damage Penetrates 4% Elemental Resistances,,,,,
Sceptres,Karui Sceptre,56,NMRU,3,2,,3,,,0,,,,,,96,,96,32,47,1.5,59.25,0.06,,26% increased Elemental Damage,,,,,
Sceptres,Tyrant's Sekhem,58,NMR,3,2,,3,,,0,,,,,,99,,99,36,67,1.25,64.38,0.06,,26% increased Elemental Damage,,,,,
Sceptres,Opal Sceptre,60,NMRU,3,2,,3,,,0,,,,,,95,,131,40,60,1.25,62.5,0.07,,40% increased Elemental Damage,,,,,
Sceptres,Platinum Sceptre,62,NMRU,3,2,,3,,,0,,,,,,113,,113,42,63,1.25,65.63,0.06,,30% increased Elemental Damage,,,,,
Sceptres,Vaal Sceptre,64,NMRU,3,2,,3,,,0,,,,,,113,,113,31,58,1.4,62.3,0.06,,32% increased Elemental Damage,,,,,
Sceptres,Carnal Sceptre,66,NMRU,3,2,,3,,,0,,,,,,113,,113,34,78,1.2,67.2,0.06,,32% increased Elemental Damage,,,,,
Sceptres,Void Sceptre,68,NMRU,3,2,,3,,,0,,,,,,104,,122,42,63,1.25,65.63,0.065,,40% increased Elemental Damage,,,,,
Sceptres,Sambar Sceptre,70,NMR,3,2,,3,,,0,,,,,,121,,113,35,65,1.3,65,0.06,,Damage Penetrates 6% Elemental Resistances,,,,,
Two Hand Maces,Driftwood Maul,3,NMR,4,2,,6,,,0,,,,,,20,,,9,13,1.3,14.3,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Tribal Maul,8,NMR,4,2,,6,,,0,,,,,,35,,,15,23,1.2,22.8,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Mallet,12,NMR,4,2,,6,,,0,,,,,,47,,,15,30,1.25,28.13,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Sledgehammer,17,NMRU,4,2,,6,,,0,,,,,,62,,,21,32,1.3,34.45,0.05,,45% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Jagged Maul,22,NMRU,4,2,,6,,,0,,,,,,77,,,24,45,1.25,43.13,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Brass Maul,27,NMRU,4,2,,6,,,0,,,,,,92,,,34,51,1.2,51,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Fright Maul,32,NMR,4,2,,6,,,0,,,,,,107,,,39,53,1.25,57.5,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Morning Star,34,NMR,4,2,,6,,,0,,,,,,118,,,39,58,1.25,60.63,0.05,,4% increased Area of Effect of Area Skills,,,,,
Two Hand Maces,Totemic Maul,36,NMR,4,2,,6,,,0,,,,,,119,,,49,73,1.1,67.1,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Great Mallet,40,NMRU,4,2,,6,,,0,,,,,,131,,,37,76,1.25,70.63,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Steelhead,44,NMRU,4,2,,6,,,0,,,,,,143,,,47,70,1.3,76.05,0.05,,45% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Spiny Maul,48,NMR,4,2,,6,,,0,,,,,,155,,,47,88,1.25,84.38,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Plated Maul,51,NMR,4,2,,6,,,0,,,,,,164,,,62,92,1.2,92.4,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Dread Maul,54,NMRU,4,2,,6,,,0,,,,,,173,,,66,89,1.25,96.88,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Solar Maul,56,NMR,4,2,,6,,,0,,,,,,187,,,64,97,1.25,100.63,0.05,,4% increased Area of Effect of Area Skills,,,,,
Two Hand Maces,Karui Maul,57,NMRU,4,2,,6,,,0,,,,,,182,,,79,118,1.1,108.35,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Colossus Mallet,59,NMR,4,2,,6,,,0,,,,,,188,,,57,118,1.25,109.38,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Piledriver,61,NMR,4,2,,6,,,0,,,,,,212,,,67,100,1.3,108.55,0.05,,45% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Meatgrinder,63,NMRU,4,2,,6,,,0,,,,,,212,,,63,117,1.25,112.5,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Imperial Maul,65,NMRU,4,2,,6,,,0,,,,,,212,,,74,111,1.2,111,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Terror Maul,67,NMRU,4,2,,6,,,0,,,,,,212,,,75,102,1.25,110.63,0.05,,30% increased Stun Duration on Enemies,,,,,
Two Hand Maces,Coronal Maul,69,NMR,4,2,,6,,,0,,,,,,220,,,74,110,1.25,115,0.05,,6% increased Area of Effect of Area Skills,,,,,
Staves,Gnarled Branch,4,NMRU,4,2,,6,,,0,,,,,,12,,12,8,17,1.3,16.25,0.064,,18% Chance to Block,,,,,
Staves,Primitive Staff,9,NMR,4,2,,6,,,0,,,,,,20,,20,9,28,1.25,23.13,0.068,,18% Chance to Block,,,,,
Staves,Long Staff,13,NMRU,4,2,,6,,,0,,,,,,27,,27,17,28,1.3,29.25,0.064,,18% Chance to Block,,,,,
Staves,Iron Staff,18,NMRU,4,2,,6,,,0,,,,,,35,,35,16,47,1.2,37.8,0.07,,18% Chance to Block,,,,,
Staves,Coiled Staff,23,NMRU,4,2,,6,,,0,,,,,,43,,43,23,48,1.2,42.6,0.064,,20% Chance to Block,,,,,
Staves,Royal Staff,28,NMRU,4,2,,6,,,0,,,,,,51,,51,23,70,1.15,53.48,0.072,,18% Chance to Block,,,,,
Staves,Vile Staff,33,NMRU,4,2,,6,,,0,,,,,,59,,59,33,62,1.25,59.38,0.066,,18% Chance to Block,,,,,
Staves,Crescent Staff,36,NMR,4,2,,6,,,0,,,,,,66,,66,35,73,1.2,64.8,0.064,,80% increased Global Critical Strike Chance,,,,,
Staves,Woodful Staff,37,NMR,4,2,,6,,,0,,,,,,65,,65,29,88,1.15,67.28,0.068,,18% Chance to Block,,,,,
Staves,Quarterstaff,41,NMR,4,2,,6,,,0,,,,,,72,,72,41,68,1.3,70.85,0.064,,18% Chance to Block,,,,,
Staves,Military Staff,45,NMRU,4,2,,6,,,0,,,,,,78,,78,34,101,1.2,81,0.07,,18% Chance to Block,,,,,
Staves,Serpentine Staff,49,NMRU,4,2,,6,,,0,,,,,,85,,85,46,95,1.2,84.6,0.064,,20% Chance to Block,,,,,
Staves,Highborn Staff,52,NMRU,4,2,,6,,,0,,,,,,89,,89,42,125,1.15,96.03,0.072,,18% Chance to Block,,,,,
Staves,Foul Staff,55,NMR,4,2,,6,,,0,,,,,,94,,94,55,103,1.25,98.75,0.066,,18% Chance to Block,,,,,
Staves,Moon Staff,57,NMR,4,2,,6,,,0,,,,,,101,,101,57,118,1.2,105,0.064,,80% increased Global Critical Strike Chance,,,,,
Staves,Primordial Staff,58,NMRU,4,2,,6,,,0,,,,,,99,,99,47,141,1.15,108.1,0.068,,18% Chance to Block,,,,,
Staves,Lathi,60,NMRU,4,2,,6,,,0,,,,,,113,,113,62,103,1.3,107.25,0.064,,18% Chance to Block,,,,,
Staves,Ezomyte Staff,62,NMRU,4,2,,6,,,0,,,,,,113,,113,46,138,1.2,110.4,0.07,,18% Chance to Block,,,,,
Staves,Maelström Staff,64,NMRU,4,2,,6,,,0,,,,,,113,,113,57,119,1.2,105.6,0.064,,20% Chance to Block,,,,,
Staves,Imperial Staff,66,NMRU,4,2,,6,,,0,,,,,,113,,113,49,147,1.15,112.7,0.072,,18% Chance to Block,,,,,
Staves,Judgement Staff,68,NMRU,4,2,,6,,,0,,,,,,113,,113,61,113,1.25,108.75,0.066,,18% Chance to Block,,,,,
Staves,Eclipse Staff,70,NMR,4,2,,6,,,0,,,,,,117,,117,60,125,1.2,111,0.064,,100% increased Global Critical Strike Chance,,,,,
One Hand Swords,Rusted Sword,1,NMRU,3,1,,3,,,0,,,,,,8,8,,4,8,1.45,8.7,0.05,,40% increased Accuracy Rating,,,,,
One Hand Swords,Copper Sword,5,NMR,3,1,,3,,,0,,,,,,14,14,,6,12,1.4,12.6,0.05,,+45 to Accuracy Rating,,,,,
One Hand Swords,Sabre,10,NMRU,3,1,,3,,,0,,,,,,18,26,,4,18,1.55,17.05,0.05,,40% increased Accuracy Rating,,,,,
One Hand Swords,Broad Sword,15,NMR,3,2,,3,,,0,,,,,,30,30,,14,21,1.3,22.75,0.05,,40% increased Accuracy Rating,,,,,
One Hand Swords,War Sword,20,NMRU,3,2,,3,,,0,,,,,,41,35,,16,30,1.2,27.6,0.05,,40% increased Accuracy Rating,,,,,
One Hand Swords,Ancient Sword,24,NMR,3,2,,3,,,0,,,,,,44,44,,17,31,1.3,31.2,0.05,,+165 to Accuracy Rating,,,,,
One Hand Swords,Elegant Sword,28,NMRU,3,2,,3,,,0,,,,,,46,55,,17,27,1.5,33,0.05,,+190 to Accuracy Rating,,,,,
One Hand Swords,Dusk Blade,32,NMRU,3,2,,3,,,0,,,,,,57,57,,15,43,1.3,37.7,0.05,,40% increased Accuracy Rating,,,,,
One Hand Swords,Hook Sword,34,NMR,3,2,,3,,,0,,,,,,64,64,,23,49,1.15,41.4,0.05,,+475 to Accuracy Rating,,,,,
One Hand Swords,Variscite Blade,35,NMR,3,1,,3,,,0,,,,,,62,62,,20,43,1.3,40.95,0.05,,4% chance to Dodge Attacks,,,,,
One Hand Swords,Cutlass,38,NMRU,3,1,,3,,,0,,,,,,55,79,,11,44,1.55,42.63,0.05,,+240 to Accuracy Rating,,,,,
One Hand Swords,Baselard,41,NMR,3,2,,3,,,0,,,,,,72,72,,29,42,1.3,46.15,0.05,,40% increased Accuracy Rating,,,,,
One Hand Swords,Battle Sword,44,NMR,3,2,,3,,,0,,,,,,83,70,,30,55,1.2,51,0.05,,40% increased Accuracy Rating,,,,,
One Hand Swords,Elder Sword,47,NMRU,3,2,,3,,,0,,,,,,81,81,,28,52,1.3,52,0.05,,40% increased Accuracy Rating,,,,,
One Hand Swords,Graceful Sword,50,NMR,3,2,,3,,,0,,,,,,78,94,,27,44,1.5,53.25,0.05,,+330 to Accuracy Rating,,,,,
One Hand Swords,Twilight Blade,53,NMRU,3,2,,3,,,0,,,,,,91,91,,23,66,1.3,57.85,0.05,,+350 to Accuracy Rating,,,,,
One Hand Swords,Grappler,55,NMR,3,2,,3,,,0,,,,,,99,99,,35,75,1.15,63.25,0.05,,40% increased Accuracy Rating,,,,,
One Hand Swords,Gemstone Sword,56,NMR,3,1,,3,,,0,,,,,,96,96,,30,64,1.3,61.1,0.05,,40% increased Accuracy Rating,,,,,
One Hand Swords,Corsair Sword,58,NMRU,3,1,,3,,,0,,,,,,81,117,,16,63,1.55,61.23,0.05,,4% chance to Dodge Attacks,,,,,
One Hand Swords,Gladius,60,NMRU,3,2,,3,,,0,,,,,,113,113,,41,59,1.3,65,0.05,,+400 to Accuracy Rating,,,,,
One Hand Swords,Legion Sword,62,NMRU,3,2,,3,,,0,,,,,,122,104,,39,73,1.2,67.2,0.05,,40% increased Accuracy Rating,,,,,
One Hand Swords,Vaal Blade,64,NMRU,3,2,,3,,,0,,,,,,113,113,,35,65,1.3,65,0.05,,40% increased Accuracy Rating,,,,,
One Hand Swords,Eternal Sword,66,NMRU,3,2,,3,,,0,,,,,,104,122,,32,52,1.5,63,0.05,,40% increased Accuracy Rating,,,,,
One Hand Swords,Midnight Blade,68,NMRU,3,2,,3,,,0,,,,,,113,113,,26,74,1.3,65,0.05,,+460 to Accuracy Rating,,,,,
One Hand Swords,Tiger Hook,70,NMR,3,2,,3,,,0,,,,,,119,119,,43,92,1.15,77.63,0.05,,6% chance to Dodge Attacks,,,,,
Thrusting One Hand Swords,Rusted Spike,3,NMR,4,1,,3,,,0,,,,,,,20,,4,10,1.4,9.8,0.055,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Whalebone Rapier,7,NMRU,4,1,,3,,,0,,,,,,,32,,4,15,1.55,14.73,0.055,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Battered Foil,12,NMR,4,1,,3,,,0,,,,,,,47,,10,18,1.4,19.6,0.06,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Basket Rapier,17,NMRU,4,1,,3,,,0,,,,,,,62,,9,22,1.5,23.25,0.055,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Jagged Foil,22,NMRU,4,1,,3,,,0,,,,,,,77,,11,25,1.6,28.8,0.055,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Antique Rapier,26,NMRU,4,1,,3,,,0,,,,,,,89,,10,40,1.3,32.5,0.065,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Elegant Foil,30,NMRU,4,1,,3,,,0,,,,,,,101,,15,28,1.6,34.4,0.055,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Thorn Rapier,34,NMR,4,1,,3,,,0,,,,,,,113,,16,37,1.4,37.1,0.057,,+35% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Smallsword,36,NMR,4,1,,3,,,0,,,,,,,124,,17,36,1.55,41.08,0.06,,15% chance to cause Bleeding on Hit,,,,,
Thrusting One Hand Swords,Wyrmbone Rapier,37,NMR,4,1,,3,,,0,,,,,,,122,,11,44,1.5,41.25,0.055,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Burnished Foil,40,NMR,4,1,,3,,,0,,,,,,,131,,22,41,1.4,44.1,0.06,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Estoc,43,NMRU,4,1,,3,,,0,,,,,,,140,,19,44,1.5,47.25,0.055,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Serrated Foil,46,NMR,4,1,,3,,,0,,,,,,,149,,19,43,1.6,49.6,0.055,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Primeval Rapier,49,NMR,4,1,,3,,,0,,,,,,,158,,17,67,1.3,54.6,0.065,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Fancy Foil,52,NMR,4,1,,3,,,0,,,,,,,167,,24,45,1.6,55.2,0.055,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Apex Rapier,55,NMR,4,1,,3,,,0,,,,,,,176,,24,55,1.4,55.3,0.057,,+35% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Courtesan Sword,57,NMR,4,1,,3,,,0,,,,,,,190,,26,53,1.55,61.23,0.06,,15% chance to cause Bleeding on Hit,,,,,
Thrusting One Hand Swords,Dragonbone Rapier,58,NMR,4,1,,3,,,0,,,,,,,185,,16,65,1.5,60.75,0.055,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Tempered Foil,60,NMR,4,1,,3,,,0,,,,,,,212,,31,58,1.4,62.3,0.06,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Pecoraro,62,NMR,4,1,,3,,,0,,,,,,,212,,25,59,1.5,63,0.055,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Spiraled Foil,64,NMR,4,1,,3,,,0,,,,,,,212,,24,55,1.6,63.2,0.055,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Vaal Rapier,66,NMR,4,1,,3,,,0,,,,,,,212,,20,80,1.3,65,0.065,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Jewelled Foil,68,NMRU,4,1,,3,,,0,,,,,,,212,,27,51,1.6,62.4,0.055,,+25% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Harpy Rapier,70,NMR,4,1,,3,,,0,,,,,,,212,,26,60,1.4,60.2,0.057,,+35% to Global Critical Strike Multiplier,,,,,
Thrusting One Hand Swords,Dragoon Sword,72,NMR,4,1,,3,,,0,,,,,,,220,,28,58,1.5,64.5,0.06,,20% chance to cause Bleeding on Hit,,,,,
Two Hand Swords,Corroded Blade,3,NMR,4,2,,6,,,0,,,,,,11,11,,7,14,1.35,14.18,0.05,,40% increased Accuracy Rating,,,,,
Two Hand Swords,Longsword,8,NMR,4,2,,6,,,0,,,,,,20,17,,11,25,1.25,22.5,0.05,,+60 to Accuracy Rating,,,,,
Two Hand Swords,Bastard Sword,12,NMRU,4,2,,6,,,0,,,,,,21,30,,15,25,1.35,27,0.05,,40% increased Accuracy Rating,,,,,
Two Hand Swords,Two-Handed Sword,17,NMR,4,2,,6,,,0,,,,,,33,33,,20,37,1.25,35.63,0.05,,+120 to Accuracy Rating,,,,,
Two Hand Swords,Etched Greatsword,22,NMRU,4,2,,6,,,0,,,,,,45,38,,24,49,1.2,43.8,0.05,,40% increased Accuracy Rating,,,,,
Two Hand Swords,Ornate Sword,27,NMRU,4,2,,6,,,0,,,,,,45,54,,29,48,1.3,50.05,0.05,,+185 to Accuracy Rating,,,,,
Two Hand Swords,Spectral Sword,32,NMR,4,2,,6,,,0,,,,,,57,57,,30,62,1.25,57.5,0.05,,30% increased Accuracy Rating,,,,,
Two Hand Swords,Curved Blade,35,NMR,4,2,,6,,,0,,,,,,62,73,,39,65,1.25,65,0.06,,+40% to Global Critical Strike Multiplier,,,,,
Two Hand Swords,Butcher Sword,36,NMR,4,2,,6,,,0,,,,,,69,58,,32,75,1.2,64.2,0.05,,+250 to Accuracy Rating,,,,,
Two Hand Swords,Footman Sword,40,NMR,4,2,,6,,,0,,,,,,57,83,,38,63,1.35,68.18,0.05,,40% increased Accuracy Rating,,,,,
Two Hand Swords,Highland Blade,44,NMRU,4,2,,6,,,0,,,,,,77,77,,43,80,1.25,76.88,0.05,,+305 to Accuracy Rating,,,,,
Two Hand Swords,Engraved Greatsword,48,NMR,4,2,,6,,,0,,,,,,91,76,,47,97,1.2,86.4,0.05,,40% increased Accuracy Rating,,,,,
Two Hand Swords,Tiger Sword,51,NMRU,4,2,,6,,,0,,,,,,80,96,,52,86,1.3,89.7,0.05,,+360 to Accuracy Rating,,,,,
Two Hand Swords,Wraith Sword,54,NMR,4,2,,6,,,0,,,,,,93,93,,50,104,1.25,96.25,0.05,,30% increased Accuracy Rating,,,,,
Two Hand Swords,Lithe Blade,56,NMR,4,2,,6,,,0,,,,,,96,113,,63,105,1.25,105,0.06,,+40% to Global Critical Strike Multiplier,,,,,
Two Hand Swords,Headman's Sword,57,NMR,4,2,,6,,,0,,,,,,106,89,,52,122,1.2,104.4,0.05,,+400 to Accuracy Rating,,,,,
Two Hand Swords,Reaver Sword,59,NMRU,4,2,,6,,,0,,,,,,82,119,,57,95,1.35,102.6,0.05,,40% increased Accuracy Rating,,,,,
Two Hand Swords,Ezomyte Blade,61,NMRU,4,2,,6,,,0,,,,,,113,113,,61,113,1.25,108.75,0.05,,+435 to Accuracy Rating,,,,,
Two Hand Swords,Vaal Greatsword,63,NMR,4,2,,6,,,0,,,,,,122,104,,60,125,1.2,111,0.05,,40% increased Accuracy Rating,,,,,
Two Hand Swords,Lion Sword,65,NMRU,4,2,,6,,,0,,,,,,104,122,,62,103,1.3,107.25,0.05,,+470 to Accuracy Rating,,,,,
Two Hand Swords,Infernal Sword,67,NMRU,4,2,,6,,,0,,,,,,113,113,,57,118,1.25,109.38,0.05,,30% increased Accuracy Rating,,,,,
Two Hand Swords,Exquisite Blade,70,NMR,4,2,,6,,,0,,,,,,119,131,,68,114,1.25,113.75,0.06,,+60% to Global Critical Strike Multiplier,,,,,
Wands,Driftwood Wand,1,NMRU,3,1,,3,,,0,,,,,,,,14,3,6,1.4,6.3,0.08,,(8-12)% increased Spell Damage,,,,,
Wands,Goat's Horn,6,NMRU,3,1,,3,,,0,,,,,,,,29,5,10,1.2,9,0.08,,(10-14)% increased Spell Damage,,,,,
Wands,Carved Wand,12,NMRU,3,1,,3,,,0,,,,,,,,47,6,11,1.5,12.75,0.08,,(11-15)% increased Spell Damage,,,,,
Wands,Quartz Wand,18,NMRU,3,1,,3,,,0,,,,,,,,65,9,17,1.3,16.9,0.08,,(18-22)% increased Spell Damage,,,,,
Wands,Spiraled Wand,24,NMRU,3,1,,3,,,0,,,,,,,,83,8,24,1.3,20.8,0.08,,(15-19)% increased Spell Damage,,,,,
Wands,Sage Wand,30,NMRU,3,1,,3,,,0,,,,,,,,119,15,28,1.2,25.8,0.09,,(17-21)% increased Spell Damage,,,,,
Wands,Pagan Wand,34,NMR,3,1,,3,,,0,,,,,,,,118,14,26,1.35,27,0.08,,10% increased Cast Speed,,,,,
Wands,Faun's Horn,35,NMR,3,1,,3,,,0,,,,,,,,116,17,32,1.2,29.4,0.08,,(20-24)% increased Spell Damage,,,,,
Wands,Engraved Wand,40,NMRU,3,1,,3,,,0,,,,,,,,131,14,27,1.5,30.75,0.08,,(22-26)% increased Spell Damage,,,,,
Wands,Crystal Wand,45,NMRU,3,1,,3,,,0,,,,,,,,146,19,35,1.3,35.1,0.08,,(29-33)% increased Spell Damage,,,,,
Wands,Serpent Wand,49,NMR,3,1,,3,,,0,,,,,,,,158,15,44,1.3,38.35,0.08,,(26-30)% increased Spell Damage,,,,,
Wands,Omen Wand,53,NMR,3,1,,3,,,0,,,,,,,,200,25,46,1.2,42.6,0.09,,(27-31)% increased Spell Damage,,,,,
Wands,Heathen Wand,55,NMR,3,1,,3,,,0,,,,,,,,184,21,40,1.35,41.18,0.08,,10% increased Cast Speed,,,,,
Wands,Demon's Horn,56,NMRU,3,1,,3,,,0,,,,,,,,179,26,48,1.2,44.4,0.08,,(31-35)% increased Spell Damage,,,,,
Wands,Imbued Wand,59,NMRU,3,1,,3,,,0,,,,,,,,188,20,38,1.5,43.5,0.08,,(33-37)% increased Spell Damage,,,,,
Wands,Opal Wand,62,NMRU,3,1,,3,,,0,,,,,,,,212,24,45,1.3,44.85,0.08,,(38-42)% increased Spell Damage,,,,,
Wands,Tornado Wand,65,NMRU,3,1,,3,,,0,,,,,,,,212,17,52,1.3,44.85,0.08,,(35-39)% increased Spell Damage,,,,,
Wands,Prophecy Wand,68,NMRU,3,1,,3,,,0,,,,,,,,245,27,51,1.2,46.8,0.09,,(36-40)% increased Spell Damage,,,,,
Wands,Profane Wand,70,NMR,3,1,,3,,,0,,,,,,,,237,23,43,1.35,44.55,0.08,,14% increased Cast Speed,,,,,
Fishing Rod,Fishing Rod,8,NMRU,4,1,,4,,,4,,,,,,,,,,,,,,,,,,,,
Body Armours,Plate Vest,1,NMRU,3,2,,6,,,0,,,,,,12,,,,,,,,,3% reduced Movement Speed (Hidden),,14,,,
Body Armours,Chestplate,6,NMR,3,2,,6,,,0,,,,,,25,,,,,,,,,5% reduced Movement Speed (Hidden),,49,,,
Body Armours,Copper Plate,17,NMRU,3,2,,6,,,0,,,,,,53,,,,,,,,,5% reduced Movement Speed (Hidden),,126,,,
Body Armours,War Plate,21,NMR,3,2,,6,,,0,,,,,,63,,,,,,,,,5% reduced Movement Speed (Hidden),,154,,,
Body Armours,Full Plate,28,NMR,3,2,,6,,,0,,,,,,81,,,,,,,,,5% reduced Movement Speed (Hidden),,203,,,
Body Armours,Arena Plate,32,NMR,3,2,,6,,,0,,,,,,91,,,,,,,,,5% reduced Movement Speed (Hidden),,231,,,
Body Armours,Lordly Plate,35,NMR,3,2,,6,,,0,,,,,,99,,,,,,,,,5% reduced Movement Speed (Hidden),,252,,,
Body Armours,Bronze Plate,37,NMR,3,3,,6,,,0,,,,,,104,,,,,,,,,5% reduced Movement Speed (Hidden),,266,,,
Body Armours,Battle Plate,41,NMR,3,2,,6,,,0,,,,,,114,,,,,,,,,5% reduced Movement Speed (Hidden),,294,,,
Body Armours,Sun Plate,45,NMR,3,2,,6,,,0,,,,,,124,,,,,,,,,5% reduced Movement Speed (Hidden),,322,,,
Body Armours,Colosseum Plate,49,NMR,3,2,,6,,,0,,,,,,134,,,,,,,,,5% reduced Movement Speed (Hidden),,350,,,
Body Armours,Majestic Plate,53,NMR,3,2,,6,,,0,,,,,,144,,,,,,,,,5% reduced Movement Speed (Hidden),,378,,,
Body Armours,Golden Plate,56,NMRU,3,2,,6,,,0,,,,,,152,,,,,,,,,5% reduced Movement Speed (Hidden),,399,,,
Body Armours,Crusader Plate,59,NMRU,3,2,,6,,,0,,,,,,160,,,,,,,,,5% reduced Movement Speed (Hidden),,428,,,
Body Armours,Astral Plate,62,NMRU,3,2,,6,,,0,,,,,,180,,,,,,,,,5% reduced Movement Speed (Hidden),+(8-12)% to all Elemental Resistances,507,,,
Body Armours,Gladiator Plate,65,NMRU,3,2,,6,,,0,,,,,,177,,,,,,,,,5% reduced Movement Speed (Hidden),,526,,,
Body Armours,Glorious Plate,68,NMRU,3,2,,6,,,0,,,,,,191,,,,,,,,,5% reduced Movement Speed (Hidden),,553,,,
Body Armours,Shabby Jerkin,2,NMR,3,2,,6,,,0,,,,,,,14,,,,,,,,3% reduced Movement Speed (Hidden),,,21,,
Body Armours,Strapped Leather,9,NMRU,3,2,,6,,,0,,,,,,,32,,,,,,,,3% reduced Movement Speed (Hidden),,,70,,
Body Armours,Buckskin Tunic,17,NMRU,3,2,,6,,,0,,,,,,,53,,,,,,,,3% reduced Movement Speed (Hidden),,,126,,
Body Armours,Wild Leather,25,NMRU,3,2,,6,,,0,,,,,,,73,,,,,,,,3% reduced Movement Speed (Hidden),,,182,,
